Name ,Occupation,Nationality,Link
Ashish Vidyarthi,Actor,Indian,https://en.wikipedia.org/wiki/Ashish_Vidyarthi
Ashok,Actor,Indian,https://en.wikipedia.org/wiki/Ashok
Ashok Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Ashok_Kumar
Asrani,Actor,Indian,https://en.wikipedia.org/wiki/Asrani
Ashok Saraf,Actor,Indian,https://en.wikipedia.org/wiki/Ashok_Saraf
Ashok Selvan,Actor,Indian,https://en.wikipedia.org/wiki/Ashok_Selvan
Attakathi Dinesh,Actor,Indian,https://en.wikipedia.org/wiki/Attakathi_Dinesh
Atul Agnihotri,Actor,Indian,https://en.wikipedia.org/wiki/Atul_Agnihotri
Atul Kulkarni,Actor,Indian,https://en.wikipedia.org/wiki/Atul_Kulkarni
Auditya,Actor,Indian,https://en.wikipedia.org/wiki/Auditya
Avinash Tiwary,Actor,Indian,https://en.wikipedia.org/wiki/Avinash_Tiwary
Avinash,Actor,Indian,https://en.wikipedia.org/wiki/Avinash
Ayushman Khurana,Actor,Indian,https://en.wikipedia.org/wiki/Ayushman_Khurana
B. C. Patil,Actor,Indian,https://en.wikipedia.org/wiki/B._C._Patil
B. R. Panthulu,Actor,Indian,https://en.wikipedia.org/wiki/B._R._Panthulu
Baburaj,Actor,Indian,https://en.wikipedia.org/wiki/Baburaj
Babu Antony,Actor,Indian,https://en.wikipedia.org/wiki/Babu_Antony
Balakrishna,Actor,Indian,https://en.wikipedia.org/wiki/Balakrishna
Balakrishna Nandamuri,Actor,Indian,https://en.wikipedia.org/wiki/Balakrishna_Nandamuri
Balan K. Nair,Actor,Indian,https://en.wikipedia.org/wiki/Balan_K._Nair
Balaraj,Actor,Indian,https://en.wikipedia.org/wiki/Balaraj
Balraj Sahni,Actor,Indian,https://en.wikipedia.org/wiki/Balraj_Sahni
Bank Janardhan,Actor,Indian,https://en.wikipedia.org/wiki/Bank_Janardhan
Barun Sobti,Actor,Indian,https://en.wikipedia.org/wiki/Barun_Sobti
Benjamin Gilani,Actor,Indian,https://en.wikipedia.org/wiki/Benjamin_Gilani
Bhagwan Dada,Actor,Indian,https://en.wikipedia.org/wiki/Bhagwan_Dada
Bhanu Chander,Actor,Indian,https://en.wikipedia.org/wiki/Bhanu_Chander
Bharat Bhushan,Actor,Indian,https://en.wikipedia.org/wiki/Bharat_Bhushan
Bharat Jadhav,Actor,Indian,https://en.wikipedia.org/wiki/Bharat_Jadhav
Bharath Gopi,Actor,Indian,https://en.wikipedia.org/wiki/Bharath_Gopi
Bharath Srinivasan,Actor,Indian,https://en.wikipedia.org/wiki/Bharath_Srinivasan
Bharathiraja,Actor,Indian,https://en.wikipedia.org/wiki/Bharathiraja
Bank Janardhan,Actor,Indian,https://en.wikipedia.org/wiki/Bank_Janardhan
Bijon Bhattacharya,Actor,Indian,https://en.wikipedia.org/wiki/Bijon_Bhattacharya
Biju Menon,Actor,Indian,https://en.wikipedia.org/wiki/Biju_Menon
Biswajit Chatterjee,Actor,Indian,https://en.wikipedia.org/wiki/Biswajit_Chatterjee
Bob Christo,Actor,Indian,https://en.wikipedia.org/wiki/Bob_Christo
Bobby Deol,Actor,Indian,https://en.wikipedia.org/wiki/Bobby_Deol
Bobby Kottarakkara,Actor,Indian,https://en.wikipedia.org/wiki/Bobby_Kottarakkara
Bobby Simha,Actor,Indian,https://en.wikipedia.org/wiki/Bobby_Simha
Boman Irani,Actor,Indian,https://en.wikipedia.org/wiki/Boman_Irani
Brahmanandam,Actor,Indian,https://en.wikipedia.org/wiki/Brahmanandam
Bullet Prakash,Actor,Indian,https://en.wikipedia.org/wiki/Bullet_Prakash
C. R. Simha,Actor,Indian,https://en.wikipedia.org/wiki/C._R._Simha
Chandra Mohan,Actor,Indian,https://en.wikipedia.org/wiki/Chandra_Mohan_(Hindi_actor)
Chandra Mohan,Actor,Indian,https://en.wikipedia.org/wiki/Chandra_Mohan_(Telugu_actor)
Chandrachur Singh,Actor,Indian,https://en.wikipedia.org/wiki/Chandrachur_Singh
Chandrashekhar,Actor,Indian,https://en.wikipedia.org/wiki/Chandrashekhar
Charan Raj,Actor,Indian,https://en.wikipedia.org/wiki/Charan_Raj
Charlie,Actor,Indian,https://en.wikipedia.org/wiki/Charlie
Charu Hassan,Actor,Indian,https://en.wikipedia.org/wiki/Charu_Hassan
Chetan Chandra,Actor,Indian,https://en.wikipedia.org/wiki/Chetan_Chandra
Chetan Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Chetan_Kumar
Chhabi Biswas,Actor,Indian,https://en.wikipedia.org/wiki/Chhabi_Biswas
Chi. Guru Dutt,Actor,Indian,https://en.wikipedia.org/wiki/Chi._Guru_Dutt
Chinni Jayanth,Actor,Indian,https://en.wikipedia.org/wiki/Chinni_Jayanth
Chikkanna,Actor,Indian,https://en.wikipedia.org/wiki/Chikkanna
Chiranjeevi Konidala,Actor,Indian,https://en.wikipedia.org/wiki/Chiranjeevi_Konidala
Chiranjeevi Sarja,Actor,Indian,https://en.wikipedia.org/wiki/Chiranjeevi_Sarja
Chittor V. Nagaiah,Actor,Indian,https://en.wikipedia.org/wiki/Chittor_V._Nagaiah
Chunky Pandey,Actor,Indian,https://en.wikipedia.org/wiki/Chunky_Pandey
Crazy Mohan,Actor,Indian,https://en.wikipedia.org/wiki/Crazy_Mohan
Cyrus Broacha,Actor,Indian,https://en.wikipedia.org/wiki/Cyrus_Broacha
Cyrus Sahukar,Actor,Indian,https://en.wikipedia.org/wiki/Cyrus_Sahukar
Dada Kondke,Actor,Indian,https://en.wikipedia.org/wiki/Dada_Kondke
Dalip Tahil,Actor,Indian,https://en.wikipedia.org/wiki/Dalip_Tahil
Danny Denzongpa,Actor,Indian,https://en.wikipedia.org/wiki/Danny_Denzongpa
Dara Singh,Actor,Indian,https://en.wikipedia.org/wiki/Dara_Singh
Darshan,Actor,Indian,https://en.wikipedia.org/wiki/Darshan
Darsheel Safary,Actor,Indian,https://en.wikipedia.org/wiki/Darsheel_Safary
Dattatreya,Actor,Indian,https://en.wikipedia.org/wiki/Dattatreya
David,Actor,Indian,https://en.wikipedia.org/wiki/David
Deepak Dobriyal,Actor,Indian,https://en.wikipedia.org/wiki/Deepak_Dobriyal
Deepak Tijori,Actor,Indian,https://en.wikipedia.org/wiki/Deepak_Tijori
Dev,Actor,Indian,https://en.wikipedia.org/wiki/Dev
Dev Anand,Actor,Indian,https://en.wikipedia.org/wiki/Dev_Anand
Dev Gill,Actor,Indian,https://en.wikipedia.org/wiki/Dev_Gill
Devan,Actor,Indian,https://en.wikipedia.org/wiki/Devan
Devaraj,Actor,Indian,https://en.wikipedia.org/wiki/Devaraj
Deven Verma,Actor,Indian,https://en.wikipedia.org/wiki/Deven_Verma
Dharmavarapu Subramanyam,Actor,Indian,https://en.wikipedia.org/wiki/Dharmavarapu_Subramanyam
Dharmendra,Actor,Indian,https://en.wikipedia.org/wiki/Dharmendra
Dhanush,Actor,Indian,https://en.wikipedia.org/wiki/Dhanush
Dheerendra Gopal,Actor,Indian,https://en.wikipedia.org/wiki/Dheerendra_Gopal
Dhruva Sarja,Actor,Indian,https://en.wikipedia.org/wiki/Dhruva_Sarja
Diganth,Actor,Indian,https://en.wikipedia.org/wiki/Diganth
Dinesh,Actor,Indian,https://en.wikipedia.org/wiki/Dinesh
Dingri Nagaraj,Actor,Indian,https://en.wikipedia.org/wiki/Dingri_Nagaraj
Dino Morea,Actor,Indian,https://en.wikipedia.org/wiki/Dino_Morea
Dileep,Actor,Indian,https://en.wikipedia.org/wiki/Dileep
Diljit Dosanjh,Actor,Indian,https://en.wikipedia.org/wiki/Diljit_Dosanjh
Dilip Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Dilip_Kumar
Dilip Prabhavalkar,Actor,Indian,https://en.wikipedia.org/wiki/Dilip_Prabhavalkar
Doddanna,Actor,Indian,https://en.wikipedia.org/wiki/Doddanna
Dulquer Salmaan,Actor,Indian,https://en.wikipedia.org/wiki/Dulquer_Salmaan
Duniya Vijay,Actor,Indian,https://en.wikipedia.org/wiki/Duniya_Vijay
Dwarakish,Actor,Indian,https://en.wikipedia.org/wiki/Dwarakish
Emraan Hashmi,Actor,Indian,https://en.wikipedia.org/wiki/Emraan_Hashmi
Erick Avari,Actor,Indian,https://en.wikipedia.org/wiki/Erick_Avari
Fahadh Faasil,Actor,Indian,https://en.wikipedia.org/wiki/Fahadh_Faasil
Faisal Khan,Actor,Indian,https://en.wikipedia.org/wiki/Faisal_Khan
Fardeen Khan,Actor,Indian,https://en.wikipedia.org/wiki/Fardeen_Khan
Farhan Akhtar,Actor,Indian,https://en.wikipedia.org/wiki/Farhan_Akhtar
Farooq Sheikh,Actor,Indian,https://en.wikipedia.org/wiki/Farooq_Sheikh
Feroz Khan,Actor,Indian,https://en.wikipedia.org/wiki/Feroz_Khan
Fish Venkat,Actor,Indian,https://en.wikipedia.org/wiki/Fish_Venkat
Fawad Khan,Actor,Indian,https://en.wikipedia.org/wiki/Fawad_Khan
G. K. Govinda Rao,Actor,Indian,https://en.wikipedia.org/wiki/G._K._Govinda_Rao
G. V. Iyer,Actor,Indian,https://en.wikipedia.org/wiki/G._V._Iyer
Ganesh,Actor,Indian,https://en.wikipedia.org/wiki/Ganesh
Ganesh Venkatraman,Actor,Indian,https://en.wikipedia.org/wiki/Ganesh_Venkatraman
Gangadhar,Actor,Indian,https://en.wikipedia.org/wiki/Gangadhar
Gaurav Chanana,Actor,Indian,https://en.wikipedia.org/wiki/Gaurav_Chanana
Gautham Karthik,Actor,Indian,https://en.wikipedia.org/wiki/Gautham_Karthik
Gautham Menon,Actor,Indian,https://en.wikipedia.org/wiki/Gautham_Menon
Gavie Chahal,Actor,Indian,https://en.wikipedia.org/wiki/Gavie_Chahal
Gemini Ganesan,Actor,Indian,https://en.wikipedia.org/wiki/Gemini_Ganesan
Gireesh Sahedev,Actor,Indian,https://en.wikipedia.org/wiki/Gireesh_Sahedev
Giri Babu,Actor,Indian,https://en.wikipedia.org/wiki/Giri_Babu
Girish Karnad,Actor,Indian,https://en.wikipedia.org/wiki/Girish_Karnad
Girish Kumar Taurani,Actor,Indian,https://en.wikipedia.org/wiki/Girish_Kumar_Taurani
Gurmeet Choudhary,Actor,Indian,https://en.wikipedia.org/wiki/Gurmeet_Choudhary
Goundamani,Actor,Indian,https://en.wikipedia.org/wiki/Goundamani
Govinda,Actor,Indian,https://en.wikipedia.org/wiki/Govinda
Gubbi Veeranna,Actor,Indian,https://en.wikipedia.org/wiki/Gubbi_Veeranna
Gulshan Devaiah,Actor,Indian,https://en.wikipedia.org/wiki/Gulshan_Devaiah
Gulshan Grover,Actor,Indian,https://en.wikipedia.org/wiki/Gulshan_Grover
Gummadi Venkateswara Rao,Actor,Indian,https://en.wikipedia.org/wiki/Gummadi_Venkateswara_Rao
Gurdas Maan,Actor,Indian,https://en.wikipedia.org/wiki/Gurdas_Maan
Guru Dutt,Actor,Indian,https://en.wikipedia.org/wiki/Guru_Dutt
Gurukiran,Actor,Indian,https://en.wikipedia.org/wiki/Gurukiran
Guruprasad,Actor,Indian,https://en.wikipedia.org/wiki/Guruprasad
Gopichand Lagadapati,Actor,Indian,https://en.wikipedia.org/wiki/Gopichand_Lagadapati
Hamsavardhan,Actor,Indian,https://en.wikipedia.org/wiki/Hamsavardhan
Harbhajan Mann,Actor,Indian,https://en.wikipedia.org/wiki/Harbhajan_Mann
Harikrishna Nandamuri,Actor,Indian,https://en.wikipedia.org/wiki/Harikrishna_Nandamuri
Harish Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Harish_Kumar
Harish Raj,Actor,Indian,https://en.wikipedia.org/wiki/Harish_Raj
Harshvardhan Rane,Actor,Indian,https://en.wikipedia.org/wiki/Harshvardhan_Rane
Harisree Ashokan,Actor,Indian,https://en.wikipedia.org/wiki/Harisree_Ashokan
Harman Baweja,Actor,Indian,https://en.wikipedia.org/wiki/Harman_Baweja
Harsh Mayar,Actor,Indian,https://en.wikipedia.org/wiki/Harsh_Mayar
Hiran Chatterjee,Actor,Indian,https://en.wikipedia.org/wiki/Hiran_Chatterjee
Hiten Paintal,Actor,Indian,https://en.wikipedia.org/wiki/Hiten_Paintal
Hrithik Roshan,Actor,Indian,https://en.wikipedia.org/wiki/Hrithik_Roshan
Himesh Reshammiya,Actor,Indian,https://en.wikipedia.org/wiki/Himesh_Reshammiya
Honnappa Bhagavathar,Actor,Indian,https://en.wikipedia.org/wiki/Honnappa_Bhagavathar
Honnavalli Krishna,Actor,Indian,https://en.wikipedia.org/wiki/Honnavalli_Krishna
Hunsur Krishnamurthy,Actor,Indian,https://en.wikipedia.org/wiki/Hunsur_Krishnamurthy
I. S. Johar,Actor,Indian,https://en.wikipedia.org/wiki/I._S._Johar
Iftekar,Actor,Indian,https://en.wikipedia.org/wiki/Iftekar
Imran Hasnee,Actor,Indian,https://en.wikipedia.org/wiki/Imran_Hasnee
Imran Khan,Actor,Indian,https://en.wikipedia.org/wiki/Imran_Khan
Indrajith Sukumaran,Actor,Indian,https://en.wikipedia.org/wiki/Indrajith_Sukumaran
Indrans,Actor,Indian,https://en.wikipedia.org/wiki/Indrans
Inderpal Singh,Actor,Indian,https://en.wikipedia.org/wiki/Inderpal_Singh
Innocent Vincent,Actor,Indian,https://en.wikipedia.org/wiki/Innocent_Vincent
Irrfan Khan,Actor,Indian,https://en.wikipedia.org/wiki/Irrfan_Khan
Inaamulhaq,Actor,Indian,https://en.wikipedia.org/wiki/Inaamulhaq
J. P. Chandrababu,Actor,Indian,https://en.wikipedia.org/wiki/J._P._Chandrababu
J. V. Somayajulu,Actor,Indian,https://en.wikipedia.org/wiki/J._V._Somayajulu
Jackie Shroff,Actor,Indian,https://en.wikipedia.org/wiki/Jackie_Shroff
Jagadish,Actor,Indian,https://en.wikipedia.org/wiki/Jagadish
Jagapati Babu,Actor,Indian,https://en.wikipedia.org/wiki/Jagapati_Babu
Jagathy Sreekumar,Actor,Indian,https://en.wikipedia.org/wiki/Jagathy_Sreekumar
Jagdeep,Actor,Indian,https://en.wikipedia.org/wiki/Jagdeep
Jagdish Raj,Actor,Indian,https://en.wikipedia.org/wiki/Jagdish_Raj
Jaggesh,Actor,Indian,https://en.wikipedia.org/wiki/Jaggesh
Jai,Actor,Indian,https://en.wikipedia.org/wiki/Jai
Jaishankar,Actor,Indian,https://en.wikipedia.org/wiki/Jaishankar
Jai Akash,Actor,Indian,https://en.wikipedia.org/wiki/Jai_Akash
Jai Jagadish,Actor,Indian,https://en.wikipedia.org/wiki/Jai_Jagadish
Jameel Khan,Actor,Indian,https://en.wikipedia.org/wiki/Jameel_Khan
Jaspal Bhatti,Actor,Indian,https://en.wikipedia.org/wiki/Jaspal_Bhatti
Jatin Bora,Actor,Indian,https://en.wikipedia.org/wiki/Jatin_Bora
Jaya Prakash Reddy,Actor,Indian,https://en.wikipedia.org/wiki/Jaya_Prakash_Reddy
Jayadev Mohan,Actor,Indian,https://en.wikipedia.org/wiki/Jayadev_Mohan
Jayam Ravi,Actor,Indian,https://en.wikipedia.org/wiki/Jayam_Ravi
Jayan,Actor,Indian,https://en.wikipedia.org/wiki/Jayan
Jayant,Actor,Indian,https://en.wikipedia.org/wiki/Jayant
Jayaram,Actor,Indian,https://en.wikipedia.org/wiki/Jayaram
Jayram Karthik,Actor,Indian,https://en.wikipedia.org/wiki/Jayram_Karthik
Jayasurya,Actor,Indian,https://en.wikipedia.org/wiki/Jayasurya
Jeet,Actor,Indian,https://en.wikipedia.org/wiki/Jeet
Jeetendra,Actor,Indian,https://en.wikipedia.org/wiki/Jeetendra
Jeeva,Actor,Indian,https://en.wikipedia.org/wiki/Jeeva
Jeevan,Actor,Indian,https://en.wikipedia.org/wiki/Jeevan
Jhanak Shukla,Actor,Indian,https://en.wikipedia.org/wiki/Jhanak_Shukla
Jiiva,Actor,Indian,https://en.wikipedia.org/wiki/Jiiva
Jimmy Shergill,Actor,Indian,https://en.wikipedia.org/wiki/Jimmy_Shergill
Jisshu Sengupta,Actor,Indian,https://en.wikipedia.org/wiki/Jisshu_Sengupta
Jithan Ramesh,Actor,Indian,https://en.wikipedia.org/wiki/Jithan_Ramesh
Joe Simon,Actor,Indian,https://en.wikipedia.org/wiki/Joe_Simon
John Abraham,Actor,Indian,https://en.wikipedia.org/wiki/John_Abraham
Johnny Lever,Actor,Indian,https://en.wikipedia.org/wiki/Johnny_Lever
Johnny Walker,Actor,Indian,https://en.wikipedia.org/wiki/Johnny_Walker
Joseph Vijay,Actor,Indian,https://en.wikipedia.org/wiki/Joseph_Vijay
Joy Mukherjee,Actor,Indian,https://en.wikipedia.org/wiki/Joy_Mukherjee
Jugal Hansraj,Actor,Indian,https://en.wikipedia.org/wiki/Jugal_Hansraj
K.L. Saigal,Actor,Indian,https://en.wikipedia.org/wiki/K.L._Saigal
K.N. Singh,Actor,Indian,https://en.wikipedia.org/wiki/K.N._Singh
K. S. Ashwath,Actor,Indian,https://en.wikipedia.org/wiki/K._S._Ashwath
Kabir Bedi,Actor,Indian,https://en.wikipedia.org/wiki/Kabir_Bedi
Kadar Khan,Actor,Indian,https://en.wikipedia.org/wiki/Kadar_Khan
Kaikala Satyanarayana,Actor,Indian,https://en.wikipedia.org/wiki/Kaikala_Satyanarayana
Kalabhavan Mani,Actor,Indian,https://en.wikipedia.org/wiki/Kalabhavan_Mani
Kalyan Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Kalyan_Kumar
Kalyan Ram,Actor,Indian,https://en.wikipedia.org/wiki/Kalyan_Ram
Kamaal Rashid Khan,Actor,Indian,https://en.wikipedia.org/wiki/Kamaal_Rashid_Khan
Kamal Haasan,Actor,Indian,https://en.wikipedia.org/wiki/Kamal_Haasan
Kapil Bora,Actor,Indian,https://en.wikipedia.org/wiki/Kapil_Bora
Kapil Sharma,Actor,Indian,https://en.wikipedia.org/wiki/Kapil_Sharma
Karan,Actor,Indian,https://en.wikipedia.org/wiki/Karan
Karthi,Actor,Indian,https://en.wikipedia.org/wiki/Karthi
Karan Johar,Actor,Indian,https://en.wikipedia.org/wiki/Karan_Johar
Karan Singh Grover,Actor,Indian,https://en.wikipedia.org/wiki/Karan_Singh_Grover
Karan Kapoor,Actor,Indian,https://en.wikipedia.org/wiki/Karan_Kapoor
Karibasavaiah,Actor,Indian,https://en.wikipedia.org/wiki/Karibasavaiah
Karthik Muthuraman,Actor,Indian,https://en.wikipedia.org/wiki/Karthik_Muthuraman
Karthik Sivakumar,Actor,Indian,https://en.wikipedia.org/wiki/Karthik_Sivakumar
Karunas,Actor,Indian,https://en.wikipedia.org/wiki/Karunas
Kashinath Ghanekar,Actor,Indian,https://en.wikipedia.org/wiki/Kashinath_Ghanekar
Kashinath,Actor,Indian,https://en.wikipedia.org/wiki/Kashinath
Kay Kay Menon,Actor,Indian,https://en.wikipedia.org/wiki/Kay_Kay_Menon
Keerthiraj,Actor,Indian,https://en.wikipedia.org/wiki/Keerthiraj
Keshto Mukherjee,Actor,Indian,https://en.wikipedia.org/wiki/Keshto_Mukherjee
Khayyum Basha,Actor,Indian,https://en.wikipedia.org/wiki/Khayyum_Basha
Kiran Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Kiran_Kumar
Kishan Shrikanth,Actor,Indian,https://en.wikipedia.org/wiki/Kishan_Shrikanth
Kishore,Actor,Indian,https://en.wikipedia.org/wiki/Kishore
Kishore Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Kishore_Kumar
Komal Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Komal_Kumar
Kona Venkat,Actor,Indian,https://en.wikipedia.org/wiki/Kona_Venkat
Kota Srinivasa Rao,Actor,Indian,https://en.wikipedia.org/wiki/Kota_Srinivasa_Rao
Krishna (Telugu),Actor,Indian,https://en.wikipedia.org/wiki/Krishna_(Telugu)
Krishna (Kannada),Actor,Indian,https://en.wikipedia.org/wiki/Krishna_(Kannada)
Krishnam Raju,Actor,Indian,https://en.wikipedia.org/wiki/Krishnam_Raju
Krishnudu,Actor,Indian,https://en.wikipedia.org/wiki/Krishnudu
Kulbhushan Kharbanda,Actor,Indian,https://en.wikipedia.org/wiki/Kulbhushan_Kharbanda
Kumar Bangarappa,Actor,Indian,https://en.wikipedia.org/wiki/Kumar_Bangarappa
Kumar Gaurav,Actor,Indian,https://en.wikipedia.org/wiki/Kumar_Gaurav
Kumar Govind,Actor,Indian,https://en.wikipedia.org/wiki/Kumar_Govind
Kunaal Roy Kapur,Actor,Indian,https://en.wikipedia.org/wiki/Kunaal_Roy_Kapur
Kunal Kapoor,Actor,Indian,https://en.wikipedia.org/wiki/Kunal_Kapoor
Kunal Kapoor,Actor,Indian,https://en.wikipedia.org/wiki/Kunal_Kapoor
Kunal Khemu,Actor,Indian,https://en.wikipedia.org/wiki/Kunal_Khemu
Kunal Singh,Actor,Indian,https://en.wikipedia.org/wiki/Kunal_Singh
Kunchacko Boban,Actor,Indian,https://en.wikipedia.org/wiki/Kunchacko_Boban
Kunigal Nagabhushan,Actor,Indian,https://en.wikipedia.org/wiki/Kunigal_Nagabhushan
Kuthiravattam Pappu,Actor,Indian,https://en.wikipedia.org/wiki/Kuthiravattam_Pappu
Lavrenti Lopes,Actor,Indian,https://en.wikipedia.org/wiki/Lavrenti_Lopes
Lawrence Raghavendra,Actor,Indian,https://en.wikipedia.org/wiki/Lawrence_Raghavendra
Laxmikant Berde,Actor,Indian,https://en.wikipedia.org/wiki/Laxmikant_Berde
Lekh Tandon,Actor,Indian,https://en.wikipedia.org/wiki/Lekh_Tandon
Lohithaswa,Actor,Indian,https://en.wikipedia.org/wiki/Lohithaswa
Lokesh,Actor,Indian,https://en.wikipedia.org/wiki/Lokesh
Loknath,Actor,Indian,https://en.wikipedia.org/wiki/Loknath
Lucky Ali,Actor,Indian,https://en.wikipedia.org/wiki/Lucky_Ali
Luv Sinha,Actor,Indian,https://en.wikipedia.org/wiki/Luv_Sinha
Mandeep Roy,Actor,Indian,https://en.wikipedia.org/wiki/Mandeep_Roy
Mohit Madaan,Actor,Indian,https://en.wikipedia.org/wiki/Mohit_Madaan
M. B. Shetty,Actor,Indian,https://en.wikipedia.org/wiki/M._B._Shetty
M. G. Ramachandran,Actor,Indian,https://en.wikipedia.org/wiki/M._G._Ramachandran
M. G. Soman,Actor,Indian,https://en.wikipedia.org/wiki/M._G._Soman
M. K. Raina,Actor,Indian,https://en.wikipedia.org/wiki/M._K._Raina
M. K. Thyagaraja Bhagavathar,Actor,Indian,https://en.wikipedia.org/wiki/M._K._Thyagaraja_Bhagavathar
M. N. Nambiar,Actor,Indian,https://en.wikipedia.org/wiki/M._N._Nambiar
M. P. Shankar,Actor,Indian,https://en.wikipedia.org/wiki/M._P._Shankar
M. S. Narayana,Actor,Indian,https://en.wikipedia.org/wiki/M._S._Narayana
M. V. Vasudeva Rao,Actor,Indian,https://en.wikipedia.org/wiki/M._V._Vasudeva_Rao
Mac Mohan,Actor,Indian,https://en.wikipedia.org/wiki/Mac_Mohan
Madan Puri,Actor,Indian,https://en.wikipedia.org/wiki/Madan_Puri
Madhu,Actor,Indian,https://en.wikipedia.org/wiki/Madhu
Mahendra Sandhu,Actor,Indian,https://en.wikipedia.org/wiki/Mahendra_Sandhu
Mahesh Babu,Actor,Indian,https://en.wikipedia.org/wiki/Mahesh_Babu
Makrand Deshpande,Actor,Indian,https://en.wikipedia.org/wiki/Makrand_Deshpande
Malaysia Vasudevan,Actor,Indian,https://en.wikipedia.org/wiki/Malaysia_Vasudevan
Mammootty,Actor,Indian,https://en.wikipedia.org/wiki/Mammootty
Mani Damodara Chakyar,Actor,Indian,https://en.wikipedia.org/wiki/Mani_Damodara_Chakyar
Mani Madhava Chakyar,Actor,Indian,https://en.wikipedia.org/wiki/Mani_Madhava_Chakyar
Manikuttan,Actor,Indian,https://en.wikipedia.org/wiki/Manikuttan
Manish Raisinghani,Actor,Indian,https://en.wikipedia.org/wiki/Manish_Raisinghani
Manivannan,Actor,Indian,https://en.wikipedia.org/wiki/Manivannan
Manna Dey,Actor,Indian,https://en.wikipedia.org/wiki/Manna_Dey
Manoj Bajpai,Actor,Indian,https://en.wikipedia.org/wiki/Manoj_Bajpai
Manoj Joshi,Actor,Indian,https://en.wikipedia.org/wiki/Manoj_Joshi
Manoj K. Jayan,Actor,Indian,https://en.wikipedia.org/wiki/Manoj_K._Jayan
Manoj Kumar,Actor,Indian,https://en.wikipedia.org/wiki/Manoj_Kumar
Manoj Manchu,Actor,Indian,https://en.wikipedia.org/wiki/Manoj_Manchu
Manoj Tiwari,Actor,Indian,https://en.wikipedia.org/wiki/Manoj_Tiwari
Manu,Actor,Indian,https://en.wikipedia.org/wiki/Manu
Master Hirannaiah,Actor,Indian,https://en.wikipedia.org/wiki/Master_Hirannaiah
Master Manjunath,Actor,Indian,https://en.wikipedia.org/wiki/Master_Manjunath
Master Vinayak,Actor,Indian,https://en.wikipedia.org/wiki/Master_Vinayak
Mehar Mittal,Actor,Indian,https://en.wikipedia.org/wiki/Mehar_Mittal
Mehmood,Actor,Indian,https://en.wikipedia.org/wiki/Mehmood
Michael Madhu,Actor,Indian,https://en.wikipedia.org/wiki/Michael_Madhu
Milind Soman,Actor,Indian,https://en.wikipedia.org/wiki/Milind_Soman
Mimoh Chakraborty,Actor,Indian,https://en.wikipedia.org/wiki/Mimoh_Chakraborty
Mithun Chakraborty,Actor,Indian,https://en.wikipedia.org/wiki/Mithun_Chakraborty
Mithun Tejaswi,Actor,Indian,https://en.wikipedia.org/wiki/Mithun_Tejaswi
Mohan Agashe,Actor,Indian,https://en.wikipedia.org/wiki/Mohan_Agashe
Mohan Babu,Actor,Indian,https://en.wikipedia.org/wiki/Mohan_Babu
Mohanlal,Actor,Indian,https://en.wikipedia.org/wiki/Mohanlal
Mohan Rao,Actor,Indian,https://en.wikipedia.org/wiki/Mohan_Rao
Mohan Shankar,Actor,Indian,https://en.wikipedia.org/wiki/Mohan_Shankar
Mohit Marwah,Actor,Indian,https://en.wikipedia.org/wiki/Mohit_Marwah
Mohnish Behl,Actor,Indian,https://en.wikipedia.org/wiki/Mohnish_Behl
Motilal,Actor,Indian,https://en.wikipedia.org/wiki/Motilal
Mukesh,Actor,Indian,https://en.wikipedia.org/wiki/Mukesh
Mukesh Khanna,Actor,Indian,https://en.wikipedia.org/wiki/Mukesh_Khanna
Mukkamala,Actor,Indian,https://en.wikipedia.org/wiki/Mukkamala
Mukri,Actor,Indian,https://en.wikipedia.org/wiki/Mukri
Mukhyamantri Chandru,Actor,Indian,https://en.wikipedia.org/wiki/Mukhyamantri_Chandru
Mukul Dev,Actor,Indian,https://en.wikipedia.org/wiki/Mukul_Dev
Murali Krishna,Actor,Indian,https://en.wikipedia.org/wiki/Murali_Krishna
Murali Mohan,Actor,Indian,https://en.wikipedia.org/wiki/Murali_Mohan
Murali Siddalingaiah,Actor,Indian,https://en.wikipedia.org/wiki/Murali_Siddalingaiah
Mysore Lokesh,Actor,Indian,https://en.wikipedia.org/wiki/Mysore_Lokesh
Navin Prabhakar,Actor,Indian,https://en.wikipedia.org/wiki/Navin_Prabhakar
